FILENAME,websites,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
8085379.txt,http://43.134.167.94/v3/signin/identifier?dsh=s151927330%3a1679418096294349&amp%3bfollowup=https%3a%2f%2faccounts.google.com%2f%3f&amp%3bifkv=aqmjq7que0i0y0zqvxr-psd9dopzofl1azrhfrg8jha1fo5atztmzkxpzsdd8dd9wxed0vlkukpb&amp%3bpassive=1209600&amp%3bxrealip=107.178.232.242&continue=https%3a%2f%2faccounts.google.com%2f%3f&xrealip=107.21.207.171&flowname=weblitesignin&flowentry=servicelogin&ifkv=awnoghdd3bcsqfutafhqg0s1jix1d0uxzq28f0tkgnl9zhq-dfvgzt7n2gzib78ijohixqaaraothg,472,43.134.167.94,13,1,94,1.72738519,0.4,0,0.03439279,2,2,0,0,0,306,0.648,106,0.225,10,1,15,27,0.112,1,125,52992,1,43134167v3signinidentifier?dsh=s151927330%3a167180962349&amp%3bfollowup=https%3a%2f%2faccountsgooglecom%2f%3f&amp%3bifkv=aqmjq7que0i0y0zqvxr-psd9dopzofl1azrhfrg8jha1fo5atztmzkxpzsdd8dd9wxed0vlkukpb&amp%3bpassive=1209600&amp%3bxrealip=107178232242&continue=https%3a%2f%2faccountsgooglecom%2f%3f&xrealip=10721207171&flowname=weblitesignin&flowentry=servicelogin&ifkv=awnoghdd3bcsqfutafhqg0s1jix1d0uxzq28f0tkgnl9zhq-dfvgzt7n2gzib78ijohixqaaraothg,0,0,0,0,1,1,0,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,2,0,5,0
8003361.txt,https://de20973.firebaseapp.com/,31,de20973.firebaseapp.com,23,0,com,65.52777778,0.894736842,0.5229071,0.046356067,3,1,0,0,0,16,0.516,5,0.161,0,0,0,2,0.065,1,108,8125,1,de20973firebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
144029.txt,https://www.oohawaii.com,23,www.oohawaii.com,16,0,com,100,1,0.5229071,0.070428539,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,5032,16691,1,oohawaii,100,100,1,1,1,0,0,0,0,12,0,1,1,1,1,1,1,0,1,83,24,33,84,2,82,1
8076908.txt,https://square-term-b234.cyywhqbqsug.workers.dev/,49,square-term-b234.cyywhqbqsug.workers.dev,40,0,dev,34.15243902,0.416666667,0.0009613,0.040659324,3,2,0,0,0,32,0.653,3,0.061,0,0,0,6,0.122,1,92,394,1,square-term-b234cyywhqbqsugworkers,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,3,0
144804.txt,https://www.themezy.com,22,www.themezy.com,15,0,com,100,1,0.5229071,0.057043429,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1006,1941,1,themezy,100,100,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,103,2,9,79,1,80,1
8063356.txt,https://ltauappkcx022.z16.web.core.windows.net/,47,ltauappkcx022.z16.web.core.windows.net,38,0,net,63.26758711,0.411764706,0.0384199,0.043393696,3,4,0,0,0,28,0.596,5,0.106,0,0,0,6,0.128,1,2,321,1,ltauappkcx022z16webcorewindows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115884.txt,https://www.rvinyl.com,21,www.rvinyl.com,14,0,com,100,1,0.5229071,0.053191169,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,3836,1952,1,rvinyl,100,100,0,1,1,1,0,1,0,7,0,1,1,1,0,0,1,0,1,28,18,34,304,3,25,1
79959.txt,https://www.emva.org,19,www.emva.org,12,0,org,100,1,0.0799628,0.068032275,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,629,1164,1,emva,100,100,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,23,27,38,96,0,118,1
728821.txt,https://www.elabeurope.eu,24,www.elabeurope.eu,17,0,eu,100,1,0.0056158,0.066061976,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,904,9381,1,laburop,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,2,12,13,137,3,140,1
564596.txt,https://www.carolinarv.com,25,www.carolinarv.com,18,0,com,100,1,0.5229071,0.067692594,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,922,3767,1,carolinarv,100,100,1,0,1,1,0,1,0,3,0,1,1,0,0,0,0,0,1,39,5,18,164,7,32,1
758717.txt,https://www.productioncars.com,29,www.productioncars.com,22,0,com,100,1,0.5229071,0.065615522,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,337,330,1,productioncars,100,100,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,20,1,0,8,0,6,1
456471.txt,https://www.blackwallstreet.org,30,www.blackwallstreet.org,23,0,org,100,1,0.0799628,0.057974072,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,797,1288,1,blackwallstreet,100,100,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,28,2,3,4,2,98,1
8077084.txt,https://ssd1ku1qyf.firebaseapp.com/,35,ssd1ku1qyf.firebaseapp.com,26,0,com,64.25597195,0.590909091,0.5229071,0.044629016,3,1,0,0,0,22,0.629,2,0.057,0,0,0,3,0.086,1,108,8125,1,ssd1ku1qyffirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
847057.txt,https://www.sammyfigueroa.com,28,www.sammyfigueroa.com,21,0,com,100,1,0.5229071,0.061536766,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,799,3151,1,sammyfigueroa,100,100,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,6,6,3,10,9,10,1
767844.txt,https://www.responsive.co.nz,27,www.responsive.co.nz,20,0,nz,100,0.846153846,0.0019933,0.064947802,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,336,361,1,resposiveco,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,8,1,0,1,0,15,1
8047270.txt,https://webs-logins.webflow.io/,31,webs-logins.webflow.io,22,0,io,62.73805246,0.421052632,0.0129268,0.052031753,2,1,0,0,0,19,0.613,0,0,0,0,0,4,0.129,1,30,134,1,webs-loginswebflow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0
8071718.txt,http://www.saisaocard.co.jp.muchjv.top/ai/sign.php,50,www.saisaocard.co.jp.muchjv.top,31,0,top,28.98750822,0.47826087,0.0002752,0.053278008,3,4,0,0,0,32,0.64,0,0,0,0,0,7,0.14,0,11,113,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72539.txt,https://www.positanonews.it,26,www.positanonews.it,19,0,it,100,1,0.012178,0.063050878,2,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,3099,1700,1,postanonews,0,0,1,1,0,1,1,0,0,4,0,1,1,1,1,0,1,0,1,103,11,18,627,7,484,1
8047466.txt,https://fassilnetorg.fassillnetobo.repl.co/load-2.php,53,fassilnetorg.fassillnetobo.repl.co,34,0,co,31.47181965,0.451612903,0.0059772,0.056983378,2,2,0,0,0,38,0.717,1,0.019,0,0,0,6,0.113,1,204,459,1,fassilnetorgfassillnetoboreplload-2php,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0
578200.txt,https://www.clutchjewelry.com,28,www.clutchjewelry.com,21,0,com,100,1,0.5229071,0.052579115,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,2181,2678,1,clutchjewelry,100,100,1,0,1,1,0,1,0,19,0,1,1,0,1,1,1,0,1,54,2,22,133,0,16,1
42135.txt,https://www.elearningfreak.com,29,www.elearningfreak.com,22,0,com,100,1,0.5229071,0.063210256,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1293,9698,1,elearningfreak,100,100,0,1,1,0,0,1,0,7,0,1,1,1,1,0,1,0,0,23,15,26,63,0,82,1
600873.txt,https://www.oldtimer.ru,22,www.oldtimer.ru,15,0,ru,100,1,0.0180132,0.063245525,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1576,4639,1,oldtime,87.5,87.5,0,0,1,0,0,0,56,3,0,1,1,1,1,0,0,0,1,117,6,8,227,0,80,1
442220.txt,https://www.nochintz.com,23,www.nochintz.com,16,0,com,100,1,0.5229071,0.061264625,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1669,3506,1,nochintz,100,100,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,49,8,20,221,0,161,1
816874.txt,https://www.moley.com,20,www.moley.com,13,0,com,100,1,0.5229071,0.069329032,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,647,11962,1,moley,100,100,1,1,1,0,0,0,0,4,0,1,1,1,0,0,0,0,1,5,14,25,41,8,20,1
106405.txt,https://www.amberunmasked.com,28,www.amberunmasked.com,21,0,com,100,1,0.5229071,0.061124056,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1260,9381,1,amberunmasked,100,100,0,1,1,0,0,0,0,3,0,1,1,1,0,0,0,0,0,23,11,15,240,0,252,1
137469.txt,https://www.tealeaves.com,24,www.tealeaves.com,17,0,com,100,1,0.5229071,0.070122683,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,3768,5564,1,tealeaves,100,100,1,0,1,1,0,1,1,22,0,1,1,1,1,1,1,0,1,26,12,44,112,0,69,1
241706.txt,https://www.o-i.ch,17,www.o-i.ch,10,0,ch,100,0.666666667,0.0049832,0.079495022,2,1,0,0,0,3,0.176,0,0,0,0,0,2,0.118,1,562,9381,1,o-i,100,100,1,1,1,0,0,1,0,2,1,1,1,1,0,0,0,0,0,13,7,27,42,0,46,1
696520.txt,https://www.rogerpincombe.com,28,www.rogerpincombe.com,21,0,com,100,1,0.5229071,0.067645177,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,360,941,1,rogerpinmbe,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,5,1,8,0,86,1
mw63177.txt,http://www.americanprogress-office365.com,40,www.americanprogress-office365.com,34,0,com,60.22195799,0.769230769,0.5229071,0.058740759,3,1,0,0,0,24,0.6,3,0.075,0,0,0,2,0.05,0,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837630.txt,https://www.wissenschaftspodcasts.de,35,www.wissenschaftspodcasts.de,28,0,de,100,1,0.0326503,0.054545659,2,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,382,584,1,wissenschaftspocasts,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,27,3,4,72,1,14,1
mw17269.txt,http://www.nowayright.biz,24,www.nowayright.biz,18,0,biz,62.99319728,1,0.0017975,0.048710482,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101196.txt,https://www.lockportjournal.com,30,www.lockportjournal.com,23,0,com,100,1,0.5229071,0.06104582,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,6465,24796,1,lockportjournal,100,100,0,0,1,0,0,1,0,3,0,1,1,1,0,0,0,0,1,90,8,56,257,4,85,1
533328.txt,https://www.vraymaterials.co.uk,30,www.vraymaterials.co.uk,23,0,uk,100,0.875,0.028555,0.060526164,2,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,794,9381,1,vraymaterialsco,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,16,19,59,55,1,58,1
mw4073.txt,http://www.tripadvisorsapp.com,29,www.tripadvisorsapp.com,23,0,com,80.11080332,1,0.5229071,0.057272548,3,1,0,0,0,17,0.586,0,0,0,0,0,1,0.034,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543173.txt,https://www.garj.org,19,www.garj.org,12,0,org,100,1,0.0799628,0.057006707,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,366,493,1,garj,100,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,5,67,0,68,1
47015.txt,https://www.temenos.com,22,www.temenos.com,15,0,com,100,1,0.5229071,0.076294083,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1038,21628,1,temenos,100,100,0,1,1,0,0,1,0,4,0,1,1,1,0,1,1,0,1,33,1,10,65,1,95,1
523762.txt,https://www.tillyandthebuttons.com,33,www.tillyandthebuttons.com,26,0,com,100,1,0.5229071,0.055544557,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,3913,4236,1,tillyandthebuttons,100,100,1,0,0,0,0,0,4,11,0,1,1,0,0,0,0,0,0,16,2,12,221,0,277,1
774591.txt,https://www.addictsports.com,27,www.addictsports.com,20,0,com,100,1,0.5229071,0.061708542,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,2521,1130,1,addictsports,100,100,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,8,2,6,6,0,57,1
818469.txt,https://www.momus.hu,19,www.momus.hu,12,0,hu,100,1,0.0022172,0.056190331,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,554,3046,1,momus,100,100,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,5,6,8,0,0,46,1
mw30080.txt,http://www.f0646469.xsph.ru,26,www.f0646469.xsph.ru,20,0,ru,55.28492647,0.923076923,0.0180132,0.014722823,2,2,0,0,0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,f0646469xsph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508654.txt,https://www.southernlinc.com,27,www.southernlinc.com,20,0,com,100,1,0.5229071,0.063552463,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,459,344,1,southernlinc,100,100,1,0,1,0,0,1,0,4,0,1,0,0,0,0,1,0,1,11,5,19,49,0,14,1
449736.txt,https://www.metropol.gov.co,26,www.metropol.gov.co,19,0,co,100,0.75,0.0059772,0.062951081,2,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,2106,22622,1,metropolgov,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,71,15,93,105,17,87,1
573057.txt,https://www.amusingmaria.com,27,www.amusingmaria.com,20,0,com,100,1,0.5229071,0.064654904,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,592,12296,1,amusingmaria,100,100,1,1,1,0,0,1,0,5,1,1,1,1,0,0,0,0,1,12,3,8,57,0,58,1
mw54659.txt,http://www.colemanr.ga,21,www.colemanr.ga,15,0,ga,83.47107438,1,0.0002256,0.066532838,2,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,20,209,1,colemanr,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561504.txt,https://www.dressplace.net,25,www.dressplace.net,18,0,net,100,1,0.0384199,0.062655572,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,2302,274,1,dressplace,100,100,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,18,13,26,149,0,29,1
61693.txt,https://www.coriell.org,22,www.coriell.org,15,0,org,100,1,0.0799628,0.071152217,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1290,260,1,ciell,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,3,1,2,181,19,6,1
461018.txt,https://www.gerstlauer-rides.de,30,www.gerstlauer-rides.de,23,0,de,100,0.6875,0.0326503,0.058081789,2,1,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,1623,792,1,gerstlauer-ries,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,18,2,2,112,0,11,1
8064786.txt,http://my-business-106173-106262.square.site/,45,my-business-106173-106262.square.site,37,0,site,47.07623698,0.46875,0.0017656,0.034719495,4,1,0,0,0,20,0.444,12,0.267,0,0,0,6,0.133,0,13,129,1,my-business-106173-106262square,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
443839.txt,https://www.rorkesdriftvc.com,28,www.rorkesdriftvc.com,21,0,com,100,1,0.5229071,0.058134803,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,485,410,1,rorkesdriftvc,100,100,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,2,0,0,6,1
3361.txt,https://www.higasiku1.net,24,www.higasiku1.net,17,0,net,100,1,0.0384199,0.046635443,3,1,0,0,0,10,0.417,1,0.042,0,0,0,1,0.042,1,1091,8047,1,higasiku1,100,100,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31,9,16,0,0,124,1
682488.txt,https://www.notaminfo.com,24,www.notaminfo.com,17,0,com,100,1,0.5229071,0.070131974,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,281,2545,1,notaminfo,100,100,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,4,2,40,0,5,1
585743.txt,https://www.sunset-harbour.com,29,www.sunset-harbour.com,22,0,com,100,0.571428571,0.5229071,0.060472628,3,1,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,375,4241,1,sunset-harbour,100,100,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,25,26,28,39,1,33,1
738559.txt,https://www.digicamdb.com,24,www.digicamdb.com,17,0,com,100,1,0.5229071,0.05719769,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,354,376,1,digicamdb,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,17,1,5,11,0,3,1
805598.txt,https://www.usacarsrental.com,28,www.usacarsrental.com,21,0,com,100,1,0.5229071,0.06699627,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,715,5957,1,usacarsrental,100,100,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,43,3,6,119,1,121,1
463590.txt,https://www.hamiltontn.gov,25,www.hamiltontn.gov,18,0,gov,100,1,0.0033282,0.060958848,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1005,1041,1,hamiltontn,100,100,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1,9,10,2,25,1
486233.txt,https://www.kittyworks.com,25,www.kittyworks.com,18,0,com,100,1,0.5229071,0.052092478,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,318,447,1,kittyworks,100,100,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,15,4,11,51,0,2,1
mw3403.txt,http://www.dolet.websurprisemail.com,35,www.dolet.websurprisemail.com,29,0,com,47.65538462,0.761904762,0.5229071,0.059678106,3,2,0,0,0,22,0.629,0,0,0,0,0,2,0.057,0,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222588.txt,https://www.zchain.co.jp,23,www.zchain.co.jp,16,0,jp,100,0.777777778,0.0230451,0.053870182,2,2,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,609,270,1,zchainco,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,31,11,18,99,0,32,1
480319.txt,https://www.royalfurniture.com,29,www.royalfurniture.com,22,0,com,100,1,0.5229071,0.059112392,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1138,16272,1,royalfurniture,100,100,0,0,1,1,0,1,0,2,0,1,1,1,0,0,1,0,1,30,2,4,119,0,124,1
69605.txt,https://www.jsbi.org,19,www.jsbi.org,12,0,org,100,1,0.0799628,0.051976804,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,804,8990,1,jsbi,100,100,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,36,4,12,6,0,35,1
749922.txt,https://www.inverarayjail.co.uk,30,www.inverarayjail.co.uk,23,0,uk,100,0.875,0.028555,0.057659603,2,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,408,533,1,inverarayjailco,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,27,4,9,44,1,4,1
35208.txt,https://www.encyclo.nl,21,www.encyclo.nl,14,0,nl,100,1,0.0082003,0.063646104,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,239,900,1,ecyclo,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4,7,27,0,45,1
453322.txt,https://www.carinavardie.com,27,www.carinavardie.com,20,0,com,100,1,0.5229071,0.066538316,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,2190,4242,1,carinavardie,100,100,1,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,1,26,6,16,45,0,67,1
48989.txt,https://www.casio.co.jp,22,www.casio.co.jp,15,0,jp,100,0.75,0.0230451,0.069563817,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,4555,6252,1,casioco,0,0,0,0,1,0,0,0,0,4,0,1,1,1,0,0,0,0,1,75,8,15,157,17,83,1
228535.txt,https://www.tofler.in,20,www.tofler.in,13,0,in,100,1,0.0050842,0.06142752,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,670,459,1,tofler,100,100,1,1,1,1,0,1,0,4,0,1,1,1,0,0,1,0,1,16,2,10,41,4,7,1
8076795.txt,http://down.shopeevip13.com/,28,down.shopeevip13.com,20,0,com,55.97619048,0.75,0.5229071,0.051463563,3,1,0,0,0,16,0.571,2,0.071,0,0,0,3,0.107,0,2,843,1,downshopeevip13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
833305.txt,https://www.huntingact.org,25,www.huntingact.org,18,0,org,100,1,0.0799628,0.057609713,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,425,2312,1,huntingact,100,100,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,7,11,59,1,60,1
110391.txt,https://www.sron.nl,18,www.sron.nl,11,0,nl,100,1,0.0082003,0.067049954,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,755,6133,1,sro,75,75,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,21,15,13,73,1,14,1
mw76992.txt,http://www.kanallipim.com,24,www.kanallipim.com,18,0,com,64.76190476,1,0.5229071,0.059232138,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125211.txt,https://www.floridashistoriccoast.com,36,www.floridashistoriccoast.com,29,0,com,100,1,0.5229071,0.064941708,3,1,0,0,0,23,0.639,0,0,0,0,0,1,0.028,1,2676,10340,1,floridashistoricast,0,0,0,1,1,1,0,1,0,2,0,1,1,1,0,0,0,0,1,81,4,11,117,0,100,1
479122.txt,https://www.fotowiesel.de,24,www.fotowiesel.de,17,0,de,100,1,0.0326503,0.059678542,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,492,1276,1,fotowiesel,100,100,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,0,1,29,0,1,1
526494.txt,https://www.diyaudioandvideo.com,31,www.diyaudioandvideo.com,24,0,com,100,1,0.5229071,0.058717211,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,501,4357,1,diyaudioandvideo,100,100,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,20,0,3,119,0,17,1
106225.txt,https://www.typeoff.de,21,www.typeoff.de,14,0,de,100,1,0.0326503,0.043146383,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,350,9381,1,typeoff,100,100,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,9,7,5,38,0,41,1
576976.txt,https://www.shagcarpetprops.com,30,www.shagcarpetprops.com,23,0,com,100,1,0.5229071,0.060027304,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1319,835,1,shagcarpetprops,100,100,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,40,14,26,378,1,369,1
167693.txt,https://www.southwesternrailway.com,34,www.southwesternrailway.com,27,0,com,100,1,0.5229071,0.058096518,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,5310,1929,1,southwesternrailway,100,100,1,0,1,0,0,1,0,5,0,1,0,1,0,0,1,0,1,36,5,7,378,2,16,1
231656.txt,https://www.jalousie-welt.de,27,www.jalousie-welt.de,20,0,de,100,0.692307692,0.0326503,0.053943493,2,1,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,352,7728,1,jalousie-welt,100,100,1,0,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,15,3,13,24,1,27,1
763742.txt,https://www.xcore.com,20,www.xcore.com,13,0,com,100,1,0.5229071,0.072248215,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1563,486,1,xre,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,8,9,34,5,5,1
425054.txt,https://www.mexican-folk-art-guide.com,37,www.mexican-folk-art-guide.com,30,0,com,100,0.363636364,0.5229071,0.058242564,3,1,0,0,0,21,0.568,0,0,0,0,0,4,0.108,1,1397,3006,1,mexican-folk-art-guide,100,100,0,0,0,0,0,1,1,3,0,1,1,1,0,0,1,0,1,71,4,32,301,1,217,1
8075624.txt,https://m-poste5.firebaseapp.com/,33,m-poste5.firebaseapp.com,24,0,com,69.375,0.65,0.5229071,0.058931926,3,1,0,0,0,20,0.606,1,0.03,0,0,0,4,0.121,1,10,101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400145.txt,https://www.ilovechile.cl,24,www.ilovechile.cl,17,0,cl,100,1,0.0012193,0.061289229,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,321,5743,1,ilovehile,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,12,3,11,34,0,37,1
607067.txt,https://www.parketzorg.nl,24,www.parketzorg.nl,17,0,nl,100,1,0.0082003,0.053126065,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,459,1911,1,parketzorg,100,100,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,1,8,5,16,80,11,82,1
