FILENAME,websites,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
822609.txt,https://www.mikelee.co.nz,24,www.mikelee.co.nz,17,0,nz,100,0.8,0.0019933,0.068526242,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,810,8047,1,mikeleeco,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,14,5,10,197,1,202,1
mw136218.txt,http://www.aeozh.com,19,www.aeozh.com,13,0,com,77.28395062,1,0.5229071,0.068200782,3,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,9,50,1,aeozh,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756009.txt,https://www.amustyle.info,24,www.amustyle.info,17,0,info,100,1,0.0075051,0.051579028,4,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,789,8047,1,amustyle,100,100,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26,6,9,102,1,105,1
8039364.txt,https://autofieldindia.com/ob,28,autofieldindia.com,18,0,com,62.68810555,1,0.5229071,0.063696062,3,0,0,0,0,18,0.643,0,0,0,0,0,2,0.071,1,11,85,1,autofieldindiao,0,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240973.txt,https://www.eitvcloud.com,24,www.eitvcloud.com,17,0,com,100,1,0.5229071,0.061282364,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,3500,1590,1,eitvcloud,100,100,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,22,12,4,12,0,10,1
7374.txt,https://www.thisamericanlife.org,31,www.thisamericanlife.org,24,0,org,100,1,0.0799628,0.063488787,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,426,3435,1,thisamericanlife,100,100,1,0,1,0,0,1,0,2,0,1,1,1,0,1,0,0,1,15,8,14,86,0,30,1
mw179648.txt,http://www.j97ea502203c3ac71c9b57cc625a9f694d.ws,47,www.j97ea502203c3ac71c9b57cc625a9f694d.ws,41,0,ws,16.68524855,0.235294118,0.0003477,0.023034773,2,1,0,0,0,14,0.298,21,0.447,0,0,0,1,0.021,0,13,244,1,j97ea502203c3ac71c9b57cc625a9f694d,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8041769.txt,http://seguroltau.atsnx.com/,27,seguroltau.atsnx.com,20,0,com,55.54761905,0.6875,0.5229071,0.059524886,3,1,0,0,0,18,0.667,0,0,0,0,0,2,0.074,0,2,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
mw2712.txt,http://www.server1fermo.exodus.connexxa.it,41,www.server1fermo.exodus.connexxa.it,35,0,it,39.50312175,0.357142857,0.012178,0.057328279,2,3,0,0,0,26,0.634,1,0.024,0,0,0,3,0.073,0,9,57,1,server1fermoexodusconnexxa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8047895.txt,https://linklist.bio/luiza_bolos?gclid=eaiaiqobchmi9-clh8eq_qivybtuar2avqoseaayasaaegiwrfd_bwe,94,linklist.bio,12,0,bio,14.22949964,1,0.0000727,0.048366325,3,0,0,0,0,75,0.798,3,0.032,1,1,0,6,0.085,1,173,1903,1,linklistluiza_bolos?gclid=eaiaiqobchmi9-clh8eq_qivybtuar2avqoseaayasaaegiwrfd_bwe,0,100,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,16,5,5,24,0,25,0
mw31j26267.txt,https://www.netflix-vn.com,25,www.netflix-vn.com,18,0,com,79.18367347,0.8,0.5229071,0.051859784,3,1,0,0,0,11,0.44,0,0,0,0,0,2,0.08,1,9,49,1,netflix-vn,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw2974.txt,http://www.repo.do-cu.site,25,www.repo.do-cu.site,19,0,site,66.80272109,0.5,0.0017656,0.062741981,4,2,0,0,0,11,0.44,0,0,0,0,0,3,0.12,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw207667.txt,http://www.artpizza.pl,21,www.artpizza.pl,15,0,pl,69.01709402,1,0.0069695,0.044802747,2,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836361.txt,https://www.j-cert.org,21,www.j-cert.org,14,0,org,100,0.833333333,0.0799628,0.064241995,3,1,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,231,400,1,j-cert,100,100,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14,1,4,1,1,8,1
8009105.txt,https://it.35-72-13-210.cprapid.com/app-bper/,44,it.35-72-13-210.cprapid.com,27,0,com,25.01251251,0.47826087,0.5229071,0.037856378,3,2,0,0,0,19,0.432,9,0.205,0,0,0,8,0.182,1,173,121,0,0,4.347826087,3.225806452,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,3,1,2,0,0,1,0
856328.txt,https://www.meedprojects.com,27,www.meedprojects.com,20,0,com,100,1,0.5229071,0.06530951,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1518,9381,1,meedprojects,100,100,1,1,1,0,0,1,0,9,0,1,1,1,0,0,0,0,1,62,13,24,74,7,81,1
mw52742.txt,http://www.live-com.gq,21,www.live-com.gq,15,0,gq,74.93112948,0.625,0.000053,0.058974907,2,1,0,0,0,8,0.381,0,0,0,0,0,2,0.095,0,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw57822.txt,http://www.jrat.io,17,www.jrat.io,11,0,io,88.7755102,1,0.0129268,0.053526844,2,1,0,0,0,5,0.294,0,0,0,0,0,1,0.059,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw141727.txt,http://www.bn2.zwmdv.com,23,www.bn2.zwmdv.com,17,0,com,54.01521555,0.777777778,0.5229071,0.037629997,3,2,0,0,0,9,0.391,1,0.043,0,0,0,2,0.087,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435700.txt,https://www.biologie-schule.de,29,www.biologie-schule.de,22,0,de,100,0.6,0.0326503,0.057433314,2,1,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,432,876,1,biologie-schule,100,100,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,3,1,4,3,0,4,1
8037041.txt,https://atandtmail-103257.weeblysite.com/,40,atandtmail-103257.weeblysite.com,32,0,com,42.94507576,0.607142857,0.5229071,0.047878077,3,1,0,0,0,23,0.575,6,0.15,0,0,0,3,0.075,1,68,80,1,atandtmail-103257weeblysite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
122745.txt,https://www.fcsochaux.fr,23,www.fcsochaux.fr,16,0,fr,100,1,0.0141483,0.047405134,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1663,432,1,csochaux,88.88888889,88.88888889,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,106,4,3,136,0,17,1
459041.txt,https://www.osgs.at,18,www.osgs.at,11,0,at,100,1,0.0038776,0.064677594,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,1550,9381,1,osgs,100,100,1,1,1,0,0,1,0,5,1,1,1,1,0,0,0,0,1,11,9,6,102,12,106,1
mw15818.txt,http://www.otyfuwyv.gq,21,www.otyfuwyv.gq,15,0,gq,43.48290598,1,0.000053,0.03125052,2,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,8,49,1,otyfuwyv,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636470.txt,https://www.taylormichaels.com,29,www.taylormichaels.com,22,0,com,100,1,0.5229071,0.063995558,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,314,1820,1,taylormichaels,100,100,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,6,6,25,2,30,1
519431.txt,https://www.whatabus.de,22,www.whatabus.de,15,0,de,100,1,0.0326503,0.043693632,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,2246,9493,1,whatabus,100,100,0,1,1,0,0,1,0,4,1,1,1,1,0,1,0,0,1,36,2,3,118,11,134,1
466262.txt,https://www.alldaydevops.com,27,www.alldaydevops.com,20,0,com,100,1,0.5229071,0.055806744,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1866,1850,1,alldaydevops,100,100,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,22,14,40,78,0,90,1
158921.txt,https://www.deingenieur.nl,25,www.deingenieur.nl,18,0,nl,100,1,0.0082003,0.060022122,2,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,812,295,1,deigeieur,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,21,5,6,50,1,7,1
876381.txt,https://www.madammam.com,23,www.madammam.com,16,0,com,100,1,0.5229071,0.06967995,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,150,218,1,madammam,100,100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,3,4,0,0,14,1
8040665.txt,https://ipfs.io/ipfs/bafybeihi3szunnyytzc5tl7gcccusbmbpsgsy2x5qkqqw7qnqnk6u3rrba/link.html,89,ipfs.io,7,0,io,10.04159836,1,0.0129268,0.035803713,2,0,0,0,0,68,0.764,8,0.09,0,0,0,5,0.056,1,2,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
545971.txt,https://www.chimeimuseum.org,27,www.chimeimuseum.org,20,0,org,100,1,0.0799628,0.062235135,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1203,7385,1,chimeimuseum,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,70,2,5,97,2,94,1
8055401.txt,https://is.gd/bpercertificato,29,is.gd,5,0,gd,41.69444444,1,0.0000502,0.058385106,2,0,0,0,0,19,0.655,0,0,0,0,0,2,0.069,1,14,1388,1,isbpercertificato,0,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0
785421.txt,https://www.european-robotics.eu,31,www.european-robotics.eu,24,0,eu,100,0.529411765,0.0056158,0.0685577,2,1,0,0,0,17,0.548,0,0,0,0,0,2,0.065,1,1437,1832,1,uropan-robotics,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,14,5,7,0,2,52,1
561574.txt,https://www.stevencravis.com,27,www.stevencravis.com,20,0,com,100,1,0.5229071,0.062837622,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1431,9381,1,stevencravis,100,100,1,1,1,0,0,1,0,15,0,1,1,0,0,0,0,0,1,25,30,39,93,10,96,1
mw130712.txt,http://www.iredl.ml,19,www.iredl.ml,12,0,ml,67.01388889,1,0.0001306,0.056077468,2,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,8,49,1,iredl,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504391.txt,https://www.previousnext.com.au,30,www.previousnext.com.au,23,0,au,100,0.8125,0.0100856,0.060310411,2,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,687,2938,1,previousnextcom,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,8,6,5,43,0,6,1
229356.txt,https://www.dcnews.ro,20,www.dcnews.ro,13,0,ro,100,1,0.001523,0.054098533,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1799,558,1,dcnews,100,100,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,167,2,10,383,1,396,1
885539.txt,https://www.evidenceexplained.com,32,www.evidenceexplained.com,25,0,com,100,1,0.5229071,0.061141871,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1842,1574,1,evidenceexplained,100,100,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,28,5,6,80,1,12,1
7999925.txt,https://review-docu.myportfolio.com/,35,review-docu.myportfolio.com,27,0,com,69.664903,0.52173913,0.5229071,0.060245486,3,1,0,0,0,24,0.686,0,0,0,0,0,3,0.086,1,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw143482.txt,http://www.athenaat.com,22,www.athenaat.com,16,0,com,91.77350427,1,0.5229071,0.070083159,3,1,0,0,0,10,0.455,0,0,0,0,0,1,0.045,0,3,105,1,athenaat,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
mw79345.txt,http://www.com-portal.de,23,www.com-portal.de,17,0,de,83.09382925,0.7,0.0326503,0.063597877,2,1,0,0,0,10,0.435,0,0,0,0,0,2,0.087,0,11,77,1,com-portal,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
oph02448.txt,https://www.ak3.duckdns.org/,28,www.ak3.duckdns.org,19,0,org,59.22222222,0.818181818,0.0799628,0.045039652,3,2,0,0,0,12,0.429,1,0.036,0,0,0,3,0.107,1,3,2347,1,ak3duckdns,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,2,0,0,2,0
mw76864.txt,http://www.studiohartdesign.com,30,www.studiohartdesign.com,24,0,com,80.23809524,1,0.5229071,0.058915304,3,1,0,0,0,18,0.6,0,0,0,0,0,1,0.033,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8064186.txt,http://www.kueronekayaeotn.co.jp.kuerocekayaaoto.jruavm.top/ai/?authenticated=true&amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signine5b87fa12b7c756deffd8be242438fbe0723dd25,207,www.kueronekayaeotn.co.jp.kuerocekayaaoto.jruavm.top,52,0,top,7.722591264,0.363636364,0.0002752,0.04739788,3,5,0,0,0,143,0.691,23,0.111,5,2,0,23,0.145,0,475,779,1,kueronekayaeotncojpkuerocekayaaotojruavmai?authenticated=true&amp;openidgpsigninx&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signine5b87fa12b7c756deffd8be242438fbe0723dd25,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10,2,1,0,0,0,0
54117.txt,https://www.harvester.co.uk,26,www.harvester.co.uk,19,0,uk,100,0.833333333,0.028555,0.061442934,2,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,1399,6915,1,harvesterco,0,0,0,1,1,0,0,1,0,4,0,1,0,0,0,0,1,0,1,87,14,13,55,4,7,1
810700.txt,https://www.mrcpontiac.qc.ca,27,www.mrcpontiac.qc.ca,20,0,ca,100,0.846153846,0.0101825,0.061646021,2,2,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,599,9381,1,mrpontiaq,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,15,17,15,148,14,147,1
7983861.txt,https://bafybeibhdt6daxn5qk6xhzcmqqrqwhihhrsuz7mggmlfx75f3n522zw4hm.ipfs.w3s.link/,81,bafybeibhdt6daxn5qk6xhzcmqqrqwhihhrsuz7mggmlfx75f3n522zw4hm.ipfs.w3s.link,73,0,link,9.80408068,0.323529412,0.0003306,0.028522471,4,2,0,0,0,58,0.716,12,0.148,0,0,0,3,0.037,1,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220132.txt,https://www.commodityonline.com,30,www.commodityonline.com,23,0,com,100,1,0.5229071,0.067736478,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1673,302,1,mmodityonline,86.66666667,86.66666667,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,38,14,9,211,0,220,1
90686.txt,https://www.womenscollegehospital.ca,35,www.womenscollegehospital.ca,28,0,ca,100,1,0.0101825,0.062198535,2,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,1119,9848,1,womensollegehospital,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,40,8,12,125,0,145,1
48234.txt,https://www.ukcdogs.com,22,www.ukcdogs.com,15,0,com,100,1,0.5229071,0.056919724,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1392,398,1,ukcdogs,100,100,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,13,3,13,392,7,15,1
mw23085.txt,http://www.unblockyoutube.co,27,www.unblockyoutube.co,21,0,co,89.38869666,1,0.0059772,0.051080827,2,1,0,0,0,15,0.556,0,0,0,0,0,1,0.037,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8025045.txt,https://dev-itaupysegura.pantheonsite.io/,40,dev-itaupysegura.pantheonsite.io,32,0,io,67.96875,0.448275862,0.0129268,0.057632927,2,1,0,0,0,29,0.725,0,0,0,0,0,3,0.075,1,141,161,1,dev-itaupysegurapantheonsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0
7969837.txt,https://www.ekni-nct.ekint.gyrmnd.top,36,www.ekni-nct.ekint.gyrmnd.top,29,0,top,34.71400394,0.333333333,0.0002752,0.055202855,3,3,0,0,0,20,0.556,0,0,0,0,0,4,0.111,1,8,45,1,ekni-nctekintgyrmnd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639572.txt,https://www.zobr.se,18,www.zobr.se,11,0,se,100,1,0.0040185,0.04956391,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,3262,3989,1,zobr,100,100,0,0,1,1,0,1,0,19,0,1,1,1,1,1,1,0,1,39,5,27,44,26,26,1
141176.txt,https://www.vai.org,18,www.vai.org,11,0,org,100,1,0.0799628,0.0640411,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,1665,8047,1,vai,100,100,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,36,4,10,145,0,175,1
mw134234.txt,http://www.iust-educent.ir,26,www.iust-educent.ir,19,0,ir,49.44444444,0.666666667,0.0012232,0.058288018,2,1,0,0,0,13,0.5,0,0,0,0,0,2,0.077,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82893.txt,https://www.liinks.co,20,www.liinks.co,13,0,co,100,1,0.0059772,0.053060042,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,131,1104,1,liinks,100,100,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,18,1,7,0,0,18,1
684588.txt,https://www.taswegian.com,24,www.taswegian.com,17,0,com,100,1,0.5229071,0.063495083,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,381,1711,1,taswegian,100,100,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,6,12,32,0,38,1
mw206970.txt,http://www.therattgang.com,25,www.therattgang.com,19,0,com,86,1,0.5229071,0.060997931,3,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,9,50,1,therattgang,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402363.txt,https://www.bentham-direct.org,29,www.bentham-direct.org,22,0,org,100,0.571428571,0.0799628,0.061965774,3,1,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,1098,1746,1,bentham-direct,100,100,1,0,1,0,0,1,4,0,1,1,1,1,0,0,0,0,1,8,6,9,33,0,45,1
mw180616.txt,http://www.mystarnet2.com,25,www.mystarnet2.com,18,0,com,71.97278912,1,0.5229071,0.05929348,3,1,0,0,0,12,0.48,1,0.04,0,0,0,1,0.04,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417626.txt,https://www.snowmonkeyresorts.com,32,www.snowmonkeyresorts.com,25,0,com,100,1,0.5229071,0.064466136,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,14886,8132,1,snowmonkeyresorts,100,100,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,1,1015,33,7,1232,1,1238,1
mw55274.txt,http://www.malcolmk.cf,21,www.malcolmk.cf,15,0,cf,83.74655647,1,0.0001858,0.061636267,2,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,20,209,1,malolmk,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128895.txt,https://www.recipe-blog.jp,25,www.recipe-blog.jp,18,0,jp,100,0.636363636,0.0230451,0.054931213,2,1,0,0,0,11,0.44,0,0,0,0,0,2,0.08,1,3772,388,1,recipe-blog,100,100,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,99,3,15,534,14,567,1
52953.txt,https://www.newspressnow.com,27,www.newspressnow.com,20,0,com,100,1,0.5229071,0.060535911,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,4909,29986,1,newspressnow,100,100,0,1,1,0,0,1,0,3,0,1,1,1,0,1,1,0,1,30,4,35,213,0,50,1
mw12303.txt,http://www.instantfreesite.com,29,www.instantfreesite.com,23,0,com,74.0166205,1,0.5229071,0.065900842,3,1,0,0,0,17,0.586,0,0,0,0,0,1,0.034,0,45,120,1,instantfreesite,100,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,3,0,0,1,0
127360.txt,https://www.steveo.com,21,www.steveo.com,14,0,com,100,1,0.5229071,0.072284502,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,3325,4691,1,steveo,100,100,1,0,1,1,0,1,0,61,0,1,1,0,1,1,1,0,1,46,12,54,56,4,56,1
mw212557.txt,http://www.livingbranchanimalsciences.com,41,www.livingbranchanimalsciences.com,34,0,com,50.26523297,1,0.5229071,0.061002177,3,1,0,0,0,29,0.707,0,0,0,0,0,1,0.024,0,2,495,1,livingbranchanimalsciences,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883884.txt,https://www.torghatten.no,24,www.torghatten.no,17,0,no,100,1,0.0023289,0.060722804,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,711,787,1,torghatte,90,90,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,12,2,3,38,1,40,1
860924.txt,https://www.islandlives.ca,25,www.islandlives.ca,18,0,ca,100,1,0.0101825,0.055505673,2,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,402,4315,1,islandlives,100,100,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,5,9,26,0,13,1
8045592.txt,https://accedi-sistema-sicuro-bnl-servizio.cfolks.pl/bnl-sicuro/italiano/accedi/webapp/public/,94,accedi-sistema-sicuro-bnl-servizio.cfolks.pl,44,0,pl,13.13881065,0.219512195,0.0069695,0.057401631,2,1,0,0,0,73,0.777,0,0,0,0,0,13,0.138,1,15,155,1,accedi-sistema-sicuro-bnl-serviziocfolksbnl-sicuroitalianoaccediwebapppublic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699044.txt,https://www.solarpertamina.com,29,www.solarpertamina.com,22,0,com,100,1,0.5229071,0.068561271,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,5043,20203,1,solarpertamina,100,100,0,0,0,1,0,0,0,3,0,1,1,1,0,1,1,0,1,45,3,10,44,3,70,1
mw68881.txt,http://www.southerntexastitle.com,32,www.southerntexastitle.com,26,0,com,69.02623069,1,0.5229071,0.062220046,3,1,0,0,0,20,0.625,0,0,0,0,0,1,0.031,0,2,2826,1,southerntexastitle,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
158062.txt,https://www.simransoni.com,25,www.simransoni.com,18,0,com,100,1,0.5229071,0.069655605,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,348,1265,1,simransoni,100,100,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,41,3,3,25,0,36,1
139046.txt,https://www.taxydromos.gr,24,www.taxydromos.gr,17,0,gr,100,1,0.0016589,0.054220589,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2222,2327,1,taxydromos,100,100,1,1,0,1,0,1,0,2,0,1,1,1,0,0,1,0,1,196,3,12,421,6,427,1
512063.txt,https://www.odiliasdagboek.nl,28,www.odiliasdagboek.nl,21,0,nl,100,1,0.0082003,0.057819683,2,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,752,1820,1,odiliasdagboek,100,100,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,389,6,25,39,5,31,1
510450.txt,https://www.blackcountryandmarchesiot.ac.uk,42,www.blackcountryandmarchesiot.ac.uk,35,0,uk,100,0.928571429,0.028555,0.059096576,2,2,0,0,0,28,0.667,0,0,0,0,0,2,0.048,1,1647,9381,1,blackcontryandmarchesiotac,0,0,1,1,1,0,0,1,1,2,0,1,1,0,0,0,0,0,1,42,27,44,101,3,96,1
802982.txt,https://www.freejazzlessons.com,30,www.freejazzlessons.com,23,0,com,100,1,0.5229071,0.058082741,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,2520,9381,1,freejazzlessons,100,100,0,1,1,0,0,1,0,4,0,1,1,1,0,0,1,0,1,50,30,47,121,14,92,1
mw3331.txt,http://www.k8381.com,19,www.k8381.com,13,0,com,76.2962963,1,0.5229071,0.028012683,3,1,0,0,0,3,0.158,4,0.211,0,0,0,1,0.053,0,8,41,1,k8381,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542977.txt,https://www.diskpart.com,23,www.diskpart.com,16,0,com,100,1,0.5229071,0.056386768,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,601,289,1,diskpart,100,100,1,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,19,2,8,63,0,13,1
mw207249.txt,http://www.brinks.store,23,www.brinks.store,16,0,store,68.21639899,1,0.0003212,0.058368247,5,1,0,0,0,11,0.478,0,0,0,0,0,1,0.043,0,2,196806,1,brinks,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
